name,date,value
DS,2007,280000
DS,2007,280000
PS2,2007,280000
DS,2007,280000
PS2,2007,280000
PSP,2007,280000
DS,2007,280000
X360,2007,280000
PS2,2007,280000
PSP,2007,280000
PS2,2007,270000
DS,2007,270000
DS,2007,270000
Wii,2007,270000
PS2,2007,270000
PS2,2007,270000
X360,2007,270000
X360,2007,270000
DS,2007,270000
DS,2007,270000
PS2,2007,270000
DS,2007,270000
X360,2007,260000
X360,2007,260000
PS2,2007,260000
DS,2007,260000
DS,2007,260000
PS2,2007,260000
DS,2007,260000
PS3,2007,260000
PS2,2007,260000
DS,2007,260000
PS3,2007,260000
Wii,2007,260000
PSP,2007,260000
PS2,2007,260000
PS3,2007,250000
PSP,2007,250000
Wii,2007,250000
DS,2007,250000
X360,2007,250000
X360,2007,250000
Wii,2007,250000
X360,2007,250000
Wii,2007,250000
PS2,2007,250000
PS3,2007,250000
PS3,2007,250000
PSP,2007,250000
Wii,2007,240000
DS,2007,240000
PS2,2007,240000
PSP,2007,240000
DS,2007,240000
X360,2007,240000
PS2,2007,240000
DS,2007,230000
Wii,2007,230000
Wii,2007,230000
Wii,2007,230000
PS3,2007,230000
DS,2007,230000
PS2,2007,230000
DS,2007,230000
GBA,2007,230000
PS2,2007,230000
Wii,2007,230000
DS,2007,230000
PS2,2007,230000
PSP,2007,220000
Wii,2007,220000
PSP,2007,220000
PSP,2007,220000
DS,2007,220000
DS,2007,220000
DS,2007,220000
Wii,2007,210000
DS,2007,210000
X360,2007,210000
X360,2007,210000
PSP,2007,210000
X360,2007,210000
DS,2007,210000
X360,2007,210000
PS3,2007,200000
PS2,2007,200000
PS3,2007,200000
X360,2007,200000
PS2,2007,200000
X360,2007,200000
PSP,2007,200000
X360,2007,200000
GBA,2007,200000
X360,2007,200000
PS2,2007,190000
X360,2007,190000
PS2,2007,190000
Wii,2007,190000
DS,2007,190000
Wii,2007,190000
DS,2007,190000
Wii,2007,190000
PS2,2007,190000
Wii,2007,190000
X360,2007,190000
DS,2007,190000
Wii,2007,180000
DS,2007,180000
PS2,2007,180000
PSP,2007,180000
DS,2007,180000
XB,2007,180000
Wii,2007,180000
PS3,2007,180000
X360,2007,180000
DS,2007,180000
DS,2007,170000
DS,2007,170000
DS,2007,170000
DS,2007,170000
PS2,2007,170000
PSP,2007,170000
X360,2007,170000
PS2,2007,170000
X360,2007,170000
PS2,2007,170000
Wii,2007,170000
X360,2007,170000
PS2,2007,170000
Wii,2007,170000
DS,2007,170000
DS,2007,170000
X360,2007,160000
Wii,2007,160000
Wii,2007,160000
DS,2007,160000
PS2,2007,160000
PS3,2007,160000
Wii,2007,160000
PS3,2007,160000
PS3,2007,160000
DS,2007,160000
DS,2007,160000
DS,2007,160000
DS,2007,160000
DS,2007,160000
Wii,2007,160000
PS2,2007,160000
Wii,2007,160000
DS,2007,160000
DS,2007,150000
PS3,2007,150000
DS,2007,150000
Wii,2007,150000
DS,2007,150000
PS3,2007,150000
PS3,2007,150000
PS3,2007,150000
X360,2007,150000
PSP,2007,150000
Wii,2007,150000
Wii,2007,150000
Wii,2007,150000
PS3,2007,150000
Wii,2007,150000
DS,2007,150000
DS,2007,150000
X360,2007,150000
DS,2007,140000
PS2,2007,140000
PS2,2007,140000
GC,2007,140000
PC,2007,140000
Wii,2007,140000
Wii,2007,140000
DS,2007,140000
DS,2007,140000
DS,2007,140000
X360,2007,140000
DS,2007,140000
PSP,2007,140000
DS,2007,140000
Wii,2007,140000
PS3,2007,140000
PSP,2007,140000
PSP,2007,140000
DS,2007,140000
X360,2007,140000
DS,2007,140000
X360,2007,130000
DS,2007,130000
PS2,2007,130000
X360,2007,130000
DS,2007,130000
PS3,2007,130000
Wii,2007,130000
DS,2007,130000
DS,2007,130000
DS,2007,130000
X360,2007,130000
PS2,2007,130000
DS,2007,130000
PS2,2007,130000
DS,2007,130000
DS,2007,130000
PS2,2007,130000
Wii,2007,130000
DS,2007,130000
PSP,2007,120000
DS,2007,120000
Wii,2007,120000
PS2,2007,120000
DS,2007,120000
PSP,2007,120000
DS,2007,120000
DS,2007,120000
DS,2007,120000
DS,2007,120000
DS,2007,120000
PSP,2007,120000
DS,2007,120000
Wii,2007,120000
PS2,2007,120000
PSP,2007,120000
DS,2007,120000
PSP,2007,120000
DS,2007,120000
PS2,2007,120000
DS,2007,120000
X360,2007,120000
PS2,2007,110000
DS,2007,110000
DS,2007,110000
X360,2007,110000
DS,2007,110000
DS,2007,110000
Wii,2007,110000
DS,2007,110000
PSP,2007,110000
DS,2007,110000
DS,2007,110000
PS2,2007,110000
DS,2007,110000
DS,2007,110000
Wii,2007,110000
Wii,2007,110000
DS,2007,110000
X360,2007,110000
DS,2007,110000
X360,2007,110000
PS2,2007,110000
DS,2007,110000
PSP,2007,110000
DS,2007,110000
PS2,2007,110000
X360,2007,110000
DS,2007,110000
PSP,2007,110000
DS,2007,110000
PS2,2007,110000
DS,2007,110000
DS,2007,100000
PSP,2007,100000
DS,2007,100000
Wii,2007,100000
DS,2007,100000
PSP,2007,100000
Wii,2007,100000
DS,2007,100000
PSP,2007,100000
PSP,2007,100000
DS,2007,100000
DS,2007,100000
DS,2007,100000
X360,2007,100000
PS3,2007,100000
PS3,2007,100000
PS2,2007,100000
Wii,2007,100000
DS,2007,100000
DS,2007,100000
DS,2007,100000
X360,2007,100000
Wii,2007,100000
Wii,2007,100000
DS,2007,100000
PS2,2007,100000
PS2,2007,100000
Wii,2007,100000
DS,2007,100000
DS,2007,100000
PS3,2007,100000
DS,2007,100000
X360,2007,100000
PC,2007,100000
DS,2007,90000
PS2,2007,90000
PC,2007,90000
PS3,2007,90000
PS3,2007,90000
DS,2007,90000
PSP,2007,90000
Wii,2007,90000
PS2,2007,90000
PSP,2007,90000
DS,2007,90000
DS,2007,90000
PSP,2007,90000
DS,2007,90000
PS2,2007,90000
PS2,2007,90000
PS2,2007,90000
X360,2007,90000
DS,2007,90000
Wii,2007,90000
DS,2007,90000
X360,2007,90000
PS2,2007,90000
PSP,2007,90000
PS3,2007,90000
DS,2007,90000
XB,2007,80000
X360,2007,80000
PS2,2007,80000
DS,2007,80000
DS,2007,80000
DS,2007,80000
Wii,2007,80000
PSP,2007,80000
DS,2007,80000
X360,2007,80000
DS,2007,80000
X360,2007,80000
X360,2007,80000
PS2,2007,80000
PSP,2007,80000
PS2,2007,80000
PSP,2007,80000
PSP,2007,80000
Wii,2007,80000
PS2,2007,80000
X360,2007,80000
GC,2007,80000
DS,2007,80000
PSP,2007,80000
DS,2007,80000
PS2,2007,80000
DS,2007,70000
PS3,2007,70000
DS,2007,70000
PS2,2007,70000
DS,2007,70000
DS,2007,70000
PS2,2007,70000
DS,2007,70000
DS,2007,70000
PS2,2007,70000
PS2,2007,70000
DS,2007,70000
X360,2007,70000
Wii,2007,70000
Wii,2007,70000
DS,2007,70000
PC,2007,70000
Wii,2007,70000
Wii,2007,70000
DS,2007,70000
PSP,2007,70000
PS2,2007,70000
PC,2007,70000
DS,2007,70000
DS,2007,70000
PSP,2007,70000
DS,2007,70000
DS,2007,70000
DS,2007,70000
PS2,2007,70000
PSP,2007,70000
PC,2007,70000
PSP,2007,70000
DS,2007,70000
DS,2007,70000
DS,2007,70000
PS3,2007,70000
DS,2007,70000
DS,2007,60000
DS,2007,60000
Wii,2007,60000
PS2,2007,60000
Wii,2007,60000
Wii,2007,60000
DS,2007,60000
PSP,2007,60000
PS2,2007,60000
DS,2007,60000
Wii,2007,60000
PSP,2007,60000
Wii,2007,60000
PC,2007,60000
DS,2007,60000
DS,2007,60000
PSP,2007,60000
DS,2007,60000
PC,2007,60000
PSP,2007,60000
DS,2007,60000
Wii,2007,60000
X360,2007,60000
DS,2007,60000
DS,2007,60000
PSP,2007,60000
PS2,2007,60000
DS,2007,60000
DS,2007,60000
DS,2007,60000
PC,2007,60000
X360,2007,60000
DS,2007,60000
PSP,2007,60000
DS,2007,60000
PS2,2007,60000
DS,2007,60000
PS2,2007,60000
DS,2007,60000
DS,2007,60000
PS2,2007,60000
DS,2007,60000
PS2,2007,60000
PC,2007,50000
PSP,2007,50000
Wii,2007,50000
DS,2007,50000
X360,2007,50000
Wii,2007,50000
DS,2007,50000
PSP,2007,50000
PSP,2007,50000
DS,2007,50000
DS,2007,50000
DS,2007,50000
DS,2007,50000
PC,2007,50000
DS,2007,50000
DS,2007,50000
Wii,2007,50000
DS,2007,50000
DS,2007,50000
PS2,2007,50000
Wii,2007,50000
PS2,2007,50000
X360,2007,50000
DS,2007,50000
PS2,2007,50000
Wii,2007,50000
DS,2007,50000
DS,2007,50000
PS2,2007,50000
DS,2007,50000
PS2,2007,50000
DS,2007,50000
PSP,2007,50000
PS2,2007,50000
PC,2007,50000
Wii,2007,50000
Wii,2007,50000
PC,2007,50000
Wii,2007,50000
DS,2007,50000
Wii,2007,50000
Wii,2007,50000
DS,2007,50000
Wii,2007,50000
Wii,2007,50000
X360,2007,50000
PC,2007,50000
DS,2007,50000
DS,2007,50000
PS2,2007,40000
PS2,2007,40000
DS,2007,40000
Wii,2007,40000
DS,2007,40000
PSP,2007,40000
PS2,2007,40000
PSP,2007,40000
GC,2007,40000
Wii,2007,40000
Wii,2007,40000
PC,2007,40000
Wii,2007,40000
DS,2007,40000
PSP,2007,40000
DS,2007,40000
Wii,2007,40000
DS,2007,40000
PS2,2007,40000
PSP,2007,40000
DS,2007,40000
PC,2007,40000
X360,2007,40000
PSP,2007,40000
DS,2007,40000
X360,2007,40000
PS3,2007,40000
PC,2007,40000
PS2,2007,40000
DS,2007,40000
PS3,2007,40000
DS,2007,40000
DS,2007,40000
DS,2007,40000
PC,2007,40000
PC,2007,40000
DS,2007,40000
PSP,2007,40000
DS,2007,40000
DS,2007,40000
PS2,2007,40000
DS,2007,40000
DS,2007,40000
PSP,2007,40000
PS3,2007,40000
DS,2007,40000
PC,2007,40000
PS2,2007,40000
PC,2007,40000
PC,2007,40000
DS,2007,40000
PS2,2007,40000
DS,2007,30000
PSP,2007,30000
PS3,2007,30000
Wii,2007,30000
Wii,2007,30000
PS2,2007,30000
Wii,2007,30000
PS2,2007,30000
PSP,2007,30000
PS2,2007,30000
PS2,2007,30000
Wii,2007,30000
PSP,2007,30000
DS,2007,30000
PC,2007,30000
PC,2007,30000
DS,2007,30000
DS,2007,30000
DS,2007,30000
DS,2007,30000
PSP,2007,30000
DS,2007,30000
DS,2007,30000
DS,2007,30000
DS,2007,30000
PS2,2007,30000
Wii,2007,30000
PC,2007,30000
PS2,2007,30000
PSP,2007,30000
DS,2007,30000
PSP,2007,30000
PC,2007,30000
PS2,2007,30000
PSP,2007,30000
DS,2007,30000
PS2,2007,30000
DS,2007,30000
PSP,2007,30000
DS,2007,30000
Wii,2007,30000
DS,2007,30000
PSP,2007,30000
Wii,2007,30000
PS2,2007,30000
DS,2007,30000
DS,2007,30000
PS2,2007,30000
PC,2007,30000
DS,2007,30000
DS,2007,30000
PS2,2007,30000
DS,2007,30000
Wii,2007,30000
PC,2007,30000
PS2,2007,30000
DS,2007,30000
Wii,2007,30000
DS,2007,30000
DS,2007,20000
PS2,2007,20000
PC,2007,20000
PSP,2007,20000
PC,2007,20000
PSP,2007,20000
DS,2007,20000
PSP,2007,20000
PC,2007,20000
DS,2007,20000
DS,2007,20000
DS,2007,20000
PS2,2007,20000
PS2,2007,20000
Wii,2007,20000
PS2,2007,20000
PS2,2007,20000
PC,2007,20000
PSP,2007,20000
PC,2007,20000
DS,2007,20000
PC,2007,20000
Wii,2007,20000
PSP,2007,20000
PS2,2007,20000
PS2,2007,20000
PS2,2007,20000
DS,2007,20000
PC,2007,20000
PSP,2007,20000
PSP,2007,20000
DS,2007,20000
Wii,2007,20000
PS2,2007,20000
PC,2007,20000
DS,2007,20000
PS2,2007,20000
PSP,2007,20000
DS,2007,20000
PC,2007,20000
DS,2007,20000
Wii,2007,20000
DS,2007,20000
PS2,2007,20000
X360,2007,20000
DS,2007,20000
DS,2007,20000
PC,2007,20000
PSP,2007,20000
PS2,2007,20000
PS2,2006,20000
PS2,2006,20000
PS2,2006,20000
PSP,2006,20000
PS2,2006,20000
PS2,2006,20000
DS,2006,20000
PS2,2006,20000
PS2,2006,20000
DS,2006,20000
PSP,2006,20000
Wii,2006,20000
DS,2006,20000
PS2,2006,20000
PS2,2006,20000
Wii,2006,20000
DS,2006,20000
DS,2006,20000
DS,2006,20000
PS2,2006,20000
GBA,2006,20000
PS2,2006,20000
DS,2006,20000
DS,2006,20000
PS2,2006,20000
PSP,2006,20000
PS2,2006,20000
DS,2006,20000
PC,2006,20000
Wii,2006,20000
DS,2006,20000
PS2,2006,20000
PS2,2006,20000
PC,2006,20000
DS,2006,20000
PS3,2006,20000
Wii,2006,20000
PS2,2006,20000
DS,2006,20000
PC,2006,20000
DC,2006,20000
PS2,2006,20000
DS,2006,20000
DS,2006,20000
PS2,2006,20000
DS,2006,20000
PC,2006,20000
PS2,2006,20000
DS,2006,10000
PC,2006,10000
PSP,2006,10000
DS,2006,10000
DS,2006,10000
PC,2006,10000
PC,2006,10000
PS2,2006,10000
PC,2006,10000
Wii,2006,10000
PC,2006,10000
PS2,2006,10000
PS2,2006,10000
PC,2006,10000
PS2,2006,10000
PS2,2006,10000
PS2,2006,10000
PS2,2006,10000
PC,2006,10000
PS2,2006,10000
Wii,2006,10000
PC,2006,10000
DS,2006,10000
Wii,2006,10000
PSP,2006,10000
PS2,2006,10000
DS,2006,10000
PC,2006,10000
PS2,2006,10000
PC,2006,10000
GC,2006,10000
PSP,2006,10000
PSP,2006,10000
DS,2006,10000
DS,2006,10000
DS,2006,10000
PS2,2006,10000
PC,2006,10000
PC,2006,10000
DS,2006,10000
DS,2006,10000
DS,2006,10000
X360,2006,10000
DS,2006,10000
DS,2006,10000
GBA,2006,10000
PS2,2006,10000
DS,2006,10000
PC,2006,10000
PS2,2006,10000
PS2,2006,10000
PC,2006,10000
PS2,2006,10000
PS2,2006,10000
PS2,2006,10000
PC,2006,10000
Wii,2006,10000
PS2,2006,10000
Wii,2006,10000
DS,2006,10000
DS,2006,10000
Wii,2006,10000
PC,2006,10000
DS,2006,10000
Wii,2006,10000
PSP,2006,10000
Wii,2006,82740000
DS,2006,30010000
Wii,2006,29020000
DS,2006,18360000
Wii,2006,7310000
X360,2006,6110000
PS2,2006,5950000
DS,2006,5720000
PS2,2006,5120000
PSP,2006,5080000
PS2,2006,4490000
PS2,2006,4390000
X360,2006,4390000
PS3,2006,4350000
PSP,2006,4220000
PS2,2006,4110000
PS3,2006,3880000
PS2,2006,3540000
DS,2006,3500000
DS,2006,3330000
DS,2006,3120000
Wii,2006,2920000
DS,2006,2800000
X360,2006,2710000
PS2,2006,2690000
DS,2006,2650000
PSP,2006,2650000
PSP,2006,2630000
PS2,2006,2580000
X360,2006,2500000
PSP,2006,2440000
Wii,2006,2270000
PS2,2006,2210000
X360,2006,2190000
DS,2006,2180000
DS,2006,2130000
DS,2006,2120000
X360,2006,2090000
DS,2006,2090000
PS2,2006,2040000
DS,2006,1960000
X360,2006,1960000
X360,2006,1800000
DS,2006,1780000
DS,2006,1710000
PS2,2006,1700000
PS2,2006,1680000
PS3,2006,1670000
X360,2006,1660000
X360,2006,1630000
DS,2006,1620000
Wii,2006,1610000
GC,2006,1590000
PS2,2006,1560000
X360,2006,1540000
PS3,2006,1520000
PS2,2006,1490000
DS,2006,1480000
PS2,2006,1480000
X360,2006,1470000
PSP,2006,1460000
PSP,2006,1440000
Wii,2006,1440000
PSP,2006,1410000
PS3,2006,1370000
X360,2006,1340000
PS2,2006,1340000
PS2,2006,1300000
Wii,2006,1290000
PS3,2006,1260000
PS2,2006,1250000
PS2,2006,1220000
PSP,2006,1220000
PS2,2006,1210000
PSP,2006,1210000
DS,2006,1200000
PSP,2006,1190000
PS2,2006,1190000
PS3,2006,1180000
PS2,2006,1160000
GBA,2006,1130000
PS2,2006,1100000
PS2,2006,1100000
PS2,2006,1090000
DS,2006,1090000
PS2,2006,1090000
PS2,2006,1070000
PS2,2006,1060000
PSP,2006,1050000
X360,2006,1050000
PS2,2006,1040000
XB,2006,1020000
DS,2006,1010000
X360,2006,1000000
PSP,2006,990000
DS,2006,980000
DS,2006,980000
GC,2006,970000
PSP,2006,960000
DS,2006,960000
Wii,2006,940000
PS2,2006,940000
PS2,2006,940000
GC,2006,930000
X360,2006,920000
PSP,2006,920000
GC,2006,920000
PS2,2006,900000
PSP,2006,890000
Wii,2006,890000
PS2,2006,890000
PS2,2006,870000
PSP,2006,870000
PSP,2006,860000
PS2,2006,820000
DS,2006,810000
PSP,2006,800000
PS2,2006,790000
X360,2006,780000
DS,2006,780000
PSP,2006,780000
PS2,2006,780000
X360,2006,760000
PS3,2006,760000
PS2,2006,750000
DS,2006,740000
PSP,2006,740000
X360,2006,730000
PS2,2006,720000
PSP,2006,690000
Wii,2006,680000
PS2,2006,680000
PS3,2006,670000
DS,2006,670000
PSP,2006,670000
DS,2006,660000
PS2,2006,660000
X360,2006,640000
PS2,2006,640000
PS3,2006,630000
PS2,2006,630000
GC,2006,620000
PS3,2006,610000
PS2,2006,610000
PS2,2006,600000
X360,2006,580000
DS,2006,580000
PS2,2006,580000
DS,2006,570000
PS2,2006,570000
PS2,2006,560000
PS2,2006,560000
PSP,2006,560000
DS,2006,560000
DS,2006,560000
Wii,2006,560000
XB,2006,560000
XB,2006,550000
PSP,2006,550000
XB,2006,540000
Wii,2006,540000
DS,2006,540000
PS2,2006,540000
DS,2006,530000
Wii,2006,520000
PS2,2006,520000
PSP,2006,520000
PS2,2006,520000
PS3,2006,520000
DS,2006,520000
PC,2006,520000
PSP,2006,510000
Wii,2006,510000
X360,2006,510000
PS2,2006,510000
PS2,2006,510000
X360,2006,510000
PS2,2006,500000
PS3,2006,500000
GC,2006,500000
PS2,2006,500000
Wii,2006,500000
X360,2006,490000
DS,2006,490000
PS2,2006,490000
XB,2006,490000
DS,2006,480000
PS2,2006,480000
X360,2006,480000
X360,2006,480000
PS2,2006,470000
DS,2006,470000
PS2,2006,470000
PS2,2006,470000
XB,2006,470000
GBA,2006,470000
PSP,2006,460000
PSP,2006,460000
DS,2006,460000
PSP,2006,460000
X360,2006,460000
PS2,2006,450000
PS2,2006,450000
PS2,2006,440000
XB,2006,440000
XB,2006,440000
DS,2006,440000
DS,2006,430000
PSP,2006,430000
PS2,2006,430000
PC,2006,430000
PSP,2006,430000
DS,2006,420000
PS2,2006,420000
DS,2006,420000
X360,2006,420000
XB,2006,420000
XB,2006,420000
PS2,2006,410000
X360,2006,410000
PS2,2006,410000
Wii,2006,410000
GC,2006,400000
GBA,2006,400000
X360,2006,400000
PSP,2006,390000
PS3,2006,390000
PS2,2006,390000
X360,2006,390000
DS,2006,380000
PS3,2006,380000
DS,2006,380000
PS2,2006,370000
X360,2006,370000
PS2,2006,370000
PS2,2006,370000
PSP,2006,370000
PS2,2006,370000
PS2,2006,370000
PSP,2006,370000
PSP,2006,360000
Wii,2006,350000
PS2,2006,350000
PS2,2006,350000
GC,2006,350000
PSP,2006,350000
GC,2006,350000
PS2,2006,340000
X360,2006,340000
X360,2006,340000
XB,2006,340000
DS,2006,340000
XB,2006,330000
PSP,2006,330000
PSP,2006,330000
PSP,2006,330000
PSP,2006,330000
XB,2006,330000
PS2,2006,330000
Wii,2006,330000
GC,2006,330000
GC,2006,330000
Wii,2006,330000
XB,2006,330000
X360,2006,320000
X360,2006,320000
DS,2006,310000
DS,2006,310000
X360,2006,310000
DS,2006,310000
DS,2006,300000
PSP,2006,300000
PC,2006,300000
GBA,2006,300000
PS2,2006,300000
DS,2006,300000
X360,2006,300000
PSP,2006,300000
PS2,2006,300000
DS,2006,300000
Wii,2006,300000
PSP,2006,290000
DS,2006,290000
PS2,2006,290000
PS2,2006,290000
GBA,2006,280000
X360,2006,280000
PSP,2006,280000
Wii,2006,280000
GBA,2006,280000
PS2,2006,280000
PS2,2006,280000
PS2,2006,280000
DS,2006,280000
DS,2006,280000
X360,2006,280000
DS,2006,270000
PSP,2006,270000
PSP,2006,270000
X360,2006,270000
GBA,2006,270000
GC,2006,270000
PSP,2006,270000
X360,2006,270000
PS2,2006,270000
PS3,2006,260000
PS2,2006,260000
PS2,2006,260000
PSP,2006,260000
GBA,2006,260000
PC,2006,260000
GBA,2006,260000
X360,2006,260000
DS,2006,260000
PS2,2006,250000
GBA,2006,250000
DS,2006,250000
GC,2006,250000
X360,2006,250000
X360,2006,250000
DS,2006,250000
X360,2006,250000
PS2,2006,250000
PS2,2006,240000
DS,2006,240000
PS2,2006,240000
DS,2006,240000
PS2,2006,240000
PSP,2006,240000
X360,2006,240000
XB,2006,240000
DS,2006,240000
DS,2006,230000
PS2,2006,230000
PS2,2006,230000
DS,2006,230000
Wii,2006,230000
PS2,2006,230000
PS2,2006,230000
PSP,2006,230000
DS,2006,230000
PSP,2006,220000
DS,2006,220000
Wii,2006,220000
DS,2006,220000
X360,2006,220000
PS2,2006,220000
DS,2006,220000
PS2,2006,220000
X360,2006,220000
PSP,2006,210000
X360,2006,210000
GC,2006,210000
PS2,2006,210000
PS2,2006,210000
PS2,2006,210000
DS,2006,210000
DS,2006,210000
PSP,2006,200000
PS3,2006,200000
XB,2006,200000
PS2,2006,200000
XB,2006,200000
PSP,2006,200000
PS3,2006,200000
PSP,2006,200000
PS3,2006,200000
PSP,2006,200000
DS,2006,200000
PSP,2006,200000
PS2,2006,190000
GC,2006,190000
X360,2006,190000
X360,2006,190000
DS,2006,190000
Wii,2006,190000
PS2,2006,190000
PS2,2006,190000
GC,2006,190000
DS,2006,190000
PS2,2006,190000
DS,2006,190000
XB,2006,190000
DS,2006,180000
GC,2006,180000
PS2,2006,180000
PS3,2006,180000
DS,2006,180000
PS2,2006,180000
DS,2006,170000
GC,2006,170000
GC,2006,170000
GC,2006,170000
X360,2006,170000
DS,2006,170000
DS,2006,170000
X360,2006,170000
PSP,2006,170000
PS2,2006,170000
DS,2006,170000
DS,2006,170000
XB,2006,170000
PSP,2006,160000
PSP,2006,160000
GBA,2006,160000
GBA,2006,160000
DS,2006,160000
PS2,2006,160000
GC,2006,160000
DS,2006,160000
PSP,2006,160000
PS2,2006,160000
X360,2006,160000
PSP,2006,160000
X360,2006,160000
DS,2006,160000
PSP,2006,160000
PS2,2006,160000
X360,2006,160000
PS2,2006,160000
PSP,2006,160000
DS,2006,160000
PSP,2006,150000
PSP,2006,150000
PSP,2006,150000
X360,2006,150000
DS,2006,150000
Wii,2006,150000
GC,2006,150000
XB,2006,150000
GC,2006,150000
GC,2006,150000
PS2,2006,150000
DS,2006,150000
XB,2006,150000
PSP,2006,140000
DS,2006,140000
DS,2006,140000
Wii,2006,140000
PS2,2006,140000
X360,2006,140000
PSP,2006,140000
XB,2006,140000
DS,2006,140000
PS2,2006,140000
GC,2006,140000
X360,2006,140000
DS,2006,140000
X360,2006,140000
PSP,2006,140000
PS2,2006,140000
X360,2006,140000
PSP,2006,140000
Wii,2006,140000
PS2,2006,140000
X360,2006,140000
PSP,2006,140000
DS,2006,140000
PS2,2006,140000
Wii,2006,140000
DS,2006,140000
PS2,2006,130000
X360,2006,130000
DS,2006,130000
DS,2006,130000
XB,2006,130000
PSP,2006,130000
GC,2006,130000
X360,2006,130000
XB,2006,130000
GC,2006,130000
Wii,2006,130000
DS,2006,130000
GBA,2006,130000
X360,2006,130000
X360,2006,130000
PS2,2006,130000
XB,2006,130000
GC,2006,130000
PS3,2006,120000
PS3,2006,120000
DS,2006,120000
DS,2006,120000
PSP,2006,120000
PS2,2006,120000
GC,2006,120000
DS,2006,120000
PSP,2006,120000
PS2,2006,120000
PSP,2006,120000
X360,2006,120000
X360,2006,120000
DS,2006,120000
XB,2006,120000
GC,2006,120000
PS2,2006,110000
PS2,2006,110000
PSP,2006,110000
GC,2006,110000
DS,2006,110000
PS2,2006,110000
X360,2006,110000
PSP,2006,110000
PSP,2006,110000
PSP,2006,110000
PSP,2006,110000
GC,2006,110000
PSP,2006,110000
GC,2006,110000
X360,2006,110000
DS,2006,110000
PSP,2006,110000
PSP,2006,110000
DS,2006,110000
PS2,2006,110000
PSP,2006,110000
PS2,2006,110000
PSP,2006,110000
PS2,2006,110000
DS,2006,110000
X360,2006,100000
Wii,2006,100000
DS,2006,100000
PSP,2006,100000
PSP,2006,100000
PSP,2006,100000
DS,2006,100000
GC,2006,100000
DS,2006,100000
XB,2006,100000
PS2,2006,100000
DS,2006,100000
DS,2006,100000
DS,2006,100000
X360,2006,100000
PSP,2006,100000
XB,2006,100000
DS,2006,100000
PSP,2006,100000
PSP,2006,100000
DS,2006,100000
XB,2006,100000
PS2,2006,100000
GBA,2006,100000
PSP,2006,100000
DS,2006,100000
PSP,2006,100000
PS2,2006,90000
PC,2006,90000
PSP,2006,90000
DS,2006,90000
PS2,2006,90000
X360,2006,90000
DS,2006,90000
PSP,2006,90000
PSP,2006,90000
DS,2006,90000
PSP,2006,90000
DS,2006,90000
GC,2006,90000
PS2,2006,90000
PSP,2006,90000
Wii,2006,90000
PSP,2006,90000
PC,2006,90000
DS,2006,90000
X360,2006,90000
DS,2006,90000
PSP,2006,90000
GBA,2006,90000
DS,2006,90000
GBA,2006,90000
PS2,2006,90000
PSP,2006,80000
PS2,2006,80000
PSP,2006,80000
PS2,2006,80000
X360,2006,80000
XB,2006,80000
GC,2006,80000
XB,2006,80000
DS,2006,80000
PS2,2006,80000
PSP,2006,80000
PS2,2006,80000
Wii,2006,80000
PSP,2006,80000
PS2,2006,80000
Wii,2006,80000
X360,2006,80000
GC,2006,80000
PSP,2006,80000
X360,2006,80000
PS2,2006,80000
PS2,2006,80000
PSP,2006,80000
PSP,2006,80000
DS,2006,80000
XB,2006,80000
DS,2006,80000
PSP,2006,70000
XB,2006,70000
DS,2006,70000
X360,2006,70000
DS,2006,70000
PS2,2006,70000
PSP,2006,70000
DS,2006,70000
PSP,2006,70000
Wii,2006,70000
X360,2006,70000
PS2,2006,70000
DS,2006,70000
DS,2006,70000
PS2,2006,70000
GBA,2006,70000
X360,2006,70000
GBA,2006,70000
DS,2006,70000
PS2,2006,70000
Wii,2006,70000
DS,2006,70000
XB,2006,70000
DS,2006,70000
GBA,2006,70000
PSP,2006,70000
PS2,2006,70000
PS2,2006,70000
PS2,2006,70000
PSP,2006,60000
DS,2006,60000
Wii,2006,60000
PSP,2006,60000
PSP,2006,60000
DS,2006,60000
DS,2006,60000
PSP,2006,60000
PS2,2006,60000
PSP,2006,60000
DS,2006,60000
PS2,2006,60000
DS,2006,60000
PSP,2006,60000
PSP,2006,60000
PSP,2006,60000
PS2,2006,60000
PSP,2006,60000
PS2,2006,60000
PSP,2006,60000
DS,2006,60000
PS2,2006,60000
DS,2006,60000
PS2,2006,60000
DS,2006,60000
PS2,2006,60000
PS2,2006,60000
PS2,2006,60000
DS,2006,60000
PSP,2006,60000
PSP,2006,60000
GC,2006,60000
PC,2006,60000
PS2,2006,60000
X360,2006,60000
DS,2006,60000
PC,2006,60000
XB,2006,60000
PSP,2006,60000
PSP,2006,60000
PSP,2006,60000
PS2,2006,50000
DS,2006,50000
PS2,2006,50000
PS2,2006,50000
XB,2006,50000
DS,2006,50000
PS2,2006,50000
PS2,2006,50000
DS,2006,50000
PS2,2006,50000
PSP,2006,50000
DS,2006,50000
DS,2006,50000
DS,2006,50000
DS,2006,50000
DS,2006,50000
PSP,2006,50000
DS,2006,50000
PS2,2006,50000
PS2,2006,50000
PS2,2006,50000
DS,2006,50000
PSP,2006,50000
PC,2006,50000
PSP,2006,50000
DS,2006,50000
PS2,2006,50000
DS,2006,50000
PS2,2006,50000
PSP,2006,50000
Wii,2006,50000
Wii,2006,50000
GBA,2006,50000
PSP,2006,50000
PSP,2006,50000
PS2,2006,50000
PC,2006,50000
PS2,2006,50000
